Unnamed: 0,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross,genres,genre_name
1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,P/DW,217600000,277300000,2010,494900000,14,Fantasy
1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,P/DW,217600000,277300000,2010,494900000,12,Adventure
1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,P/DW,217600000,277300000,2010,494900000,16,Animation
1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,P/DW,217600000,277300000,2010,494900000,10751,Family
2,"[12, 28, 878]",10138,en,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,Par.,312400000,311500000,2010,623900000,12,Adventure
2,"[12, 28, 878]",10138,en,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,Par.,312400000,311500000,2010,623900000,28,Action
2,"[12, 28, 878]",10138,en,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,Par.,312400000,311500000,2010,623900000,878,Science Fiction
4,"[28, 878, 12]",27205,en,Inception,27.92,2010-07-16,Inception,8.3,22186,WB,292600000,535700000,2010,828300000,28,Action
4,"[28, 878, 12]",27205,en,Inception,27.92,2010-07-16,Inception,8.3,22186,WB,292600000,535700000,2010,828300000,878,Science Fiction
4,"[28, 878, 12]",27205,en,Inception,27.92,2010-07-16,Inception,8.3,22186,WB,292600000,535700000,2010,828300000,12,Adventure
7,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,BV,415000000,652000000,2010,1067000000,16,Animation
7,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,BV,415000000,652000000,2010,1067000000,10751,Family
7,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,BV,415000000,652000000,2010,1067000000,35,Comedy
8,"[16, 10751, 35]",20352,en,Despicable Me,23.673,2010-07-09,Despicable Me,7.2,10057,Uni.,251500000,291600000,2010,543100000,16,Animation
8,"[16, 10751, 35]",20352,en,Despicable Me,23.673,2010-07-09,Despicable Me,7.2,10057,Uni.,251500000,291600000,2010,543100000,10751,Family
8,"[16, 10751, 35]",20352,en,Despicable Me,23.673,2010-07-09,Despicable Me,7.2,10057,Uni.,251500000,291600000,2010,543100000,35,Comedy
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,P/DW,148400000,173500000,2010,321900000,16,Animation
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,P/DW,148400000,173500000,2010,321900000,28,Action
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,P/DW,148400000,173500000,2010,321900000,35,Comedy
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,P/DW,148400000,173500000,2010,321900000,10751,Family
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,P/DW,148400000,173500000,2010,321900000,878,Science Fiction
12,"[53, 12, 28]",27578,en,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,LGF,103100000,171400000,2010,274500000,53,Thriller
12,"[53, 12, 28]",27578,en,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,LGF,103100000,171400000,2010,274500000,12,Adventure
12,"[53, 12, 28]",27578,en,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,LGF,103100000,171400000,2010,274500000,28,Action
13,"[16, 10751]",38757,en,Tangled,21.511,2010-11-24,Tangled,7.5,6407,BV,200800000,391000000,2010,591800000,16,Animation
13,"[16, 10751]",38757,en,Tangled,21.511,2010-11-24,Tangled,7.5,6407,BV,200800000,391000000,2010,591800000,10751,Family
15,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6,4909,Sum.,300500000,398000000,2010,698500000,12,Adventure
15,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6,4909,Sum.,300500000,398000000,2010,698500000,14,Fantasy
15,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6,4909,Sum.,300500000,398000000,2010,698500000,18,Drama
15,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6,4909,Sum.,300500000,398000000,2010,698500000,10749,Romance
16,"[28, 53, 878]",20504,en,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,WB,94800000,62300000,2010,157100000,28,Action
16,"[28, 53, 878]",20504,en,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,WB,94800000,62300000,2010,157100000,53,Thriller
16,"[28, 53, 878]",20504,en,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,WB,94800000,62300000,2010,157100000,878,Science Fiction
19,"[18, 53, 9648]",11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,Par.,128000000,166800000,2010,294800000,18,Drama
19,"[18, 53, 9648]",11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,Par.,128000000,166800000,2010,294800000,53,Thriller
19,"[18, 53, 9648]",11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,Par.,128000000,166800000,2010,294800000,9648,Mystery
22,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,Fox,104400000,311300000,2010,415700000,12,Adventure
22,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,Fox,104400000,311300000,2010,415700000,10751,Family
22,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,Fox,104400000,311300000,2010,415700000,14,Fantasy
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,Fox,77200000,100000000,2010,177200000,53,Thriller
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,Fox,77200000,100000000,2010,177200000,28,Action
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,Fox,77200000,100000000,2010,177200000,12,Adventure
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,Fox,77200000,100000000,2010,177200000,35,Comedy
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,Fox,77200000,100000000,2010,177200000,80,Crime
25,"[18, 36]",45269,en,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,Wein.,135500000,275400000,2010,410900000,18,Drama
25,"[18, 36]",45269,en,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,Wein.,135500000,275400000,2010,410900000,36,History
27,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,Par.,131800000,187900000,2010,319700000,28,Action
27,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,Par.,131800000,187900000,2010,319700000,12,Adventure
27,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,Par.,131800000,187900000,2010,319700000,10751,Family
27,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,Par.,131800000,187900000,2010,319700000,14,Fantasy
28,"[28, 878, 12, 53]",34851,en,Predators,16.216,2010-07-03,Predators,6.1,1979,Fox,52000000,75200000,2010,127200000,28,Action
28,"[28, 878, 12, 53]",34851,en,Predators,16.216,2010-07-03,Predators,6.1,1979,Fox,52000000,75200000,2010,127200000,878,Science Fiction
28,"[28, 878, 12, 53]",34851,en,Predators,16.216,2010-07-03,Predators,6.1,1979,Fox,52000000,75200000,2010,127200000,12,Adventure
28,"[28, 878, 12, 53]",34851,en,Predators,16.216,2010-07-03,Predators,6.1,1979,Fox,52000000,75200000,2010,127200000,53,Thriller
29,[18],37799,en,The Social Network,15.889,2010-10-01,The Social Network,7.2,6116,Sony,97000000,128000000,2010,225000000,18,Drama
35,"[35, 10749]",34806,en,The Back-Up Plan,15.49,2010-04-23,The Back-Up Plan,6,806,CBS,37500000,40000000,2010,77500000,35,Comedy
35,"[35, 10749]",34806,en,The Back-Up Plan,15.49,2010-04-23,The Back-Up Plan,6,806,CBS,37500000,40000000,2010,77500000,10749,Romance
36,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,Uni.,105300000,216400000,2010,321700000,28,Action
36,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,Uni.,105300000,216400000,2010,321700000,12,Adventure
36,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,Uni.,105300000,216400000,2010,321700000,18,Drama
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,P/DW,238700000,513900000,2010,752600000,35,Comedy
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,P/DW,238700000,513900000,2010,752600000,12,Adventure
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,P/DW,238700000,513900000,2010,752600000,14,Fantasy
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,P/DW,238700000,513900000,2010,752600000,16,Animation
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,P/DW,238700000,513900000,2010,752600000,10751,Family
39,[35],37735,en,Easy A,14.69,2010-09-17,Easy A,6.8,4168,SGem,58400000,16600000,2010,75000000,35,Comedy
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,BV,63200000,152100000,2010,215300000,14,Fantasy
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,BV,63200000,152100000,2010,215300000,12,Adventure
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,BV,63200000,152100000,2010,215300000,28,Action
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,BV,63200000,152100000,2010,215300000,35,Comedy
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,BV,63200000,152100000,2010,215300000,18,Drama
41,"[28, 35, 10749]",22538,en,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,Uni.,31500000,16100000,2010,47600000,28,Action
41,"[28, 35, 10749]",22538,en,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,Uni.,31500000,16100000,2010,47600000,35,Comedy
41,"[28, 35, 10749]",22538,en,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,Uni.,31500000,16100000,2010,47600000,10749,Romance
42,[35],38365,en,Grown Ups,14.291,2010-06-24,Grown Ups,6.1,3171,Sony,162000000,109400000,2010,271400000,35,Comedy
44,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,CBS,23200000,12400000,2010,35600000,80,Crime
44,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,CBS,23200000,12400000,2010,35600000,18,Drama
44,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,CBS,23200000,12400000,2010,35600000,28,Action
44,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,CBS,23200000,12400000,2010,35600000,53,Thriller
45,[27],7978,en,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009,Uni.,62000000,77800000,2010,139800000,27,Horror
46,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,Fox,81600000,86200000,2010,167800000,28,Action
46,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,Fox,81600000,86200000,2010,167800000,53,Thriller
47,"[18, 53]",44214,en,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374,FoxS,107000000,222400000,2010,329400000,18,Drama
47,"[18, 53]",44214,en,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374,FoxS,107000000,222400000,2010,329400000,53,Thriller
50,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,Centurion,6.1,673,Magn.,124000,6700000,2010,6824000,12,Adventure
50,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,Centurion,6.1,673,Magn.,124000,6700000,2010,6824000,28,Action
50,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,Centurion,6.1,673,Magn.,124000,6700000,2010,6824000,18,Drama
51,"[28, 35, 80]",27581,en,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,Sony,119200000,51200000,2010,170400000,28,Action
51,"[28, 35, 80]",27581,en,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,Sony,119200000,51200000,2010,170400000,35,Comedy
51,"[28, 35, 80]",27581,en,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,Sony,119200000,51200000,2010,170400000,80,Crime
52,"[80, 18, 53]",23168,en,The Town,13.476,2010-09-17,The Town,7.1,2386,WB,92200000,61800000,2010,154000000,80,Crime
52,"[80, 18, 53]",23168,en,The Town,13.476,2010-09-17,The Town,7.1,2386,WB,92200000,61800000,2010,154000000,18,Drama
52,"[80, 18, 53]",23168,en,The Town,13.476,2010-09-17,The Town,7.1,2386,WB,92200000,61800000,2010,154000000,53,Thriller
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,WB,10500000,356000,2010,10856000,28,Action
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,WB,10500000,356000,2010,10856000,37,Western
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,WB,10500000,356000,2010,10856000,18,Drama
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,WB,10500000,356000,2010,10856000,14,Fantasy
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,WB,10500000,356000,2010,10856000,53,Thriller
55,"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,BV,90800000,245600000,2010,336400000,12,Adventure
55,"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,BV,90800000,245600000,2010,336400000,14,Fantasy
55,"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,BV,90800000,245600000,2010,336400000,28,Action
55,"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,BV,90800000,245600000,2010,336400000,10749,Romance
59,"[18, 12, 37]",44264,en,True Grit,13.118,2010-12-22,True Grit,7.2,2816,Par.,171200000,81000000,2010,252200000,18,Drama
59,"[18, 12, 37]",44264,en,True Grit,13.118,2010-12-22,True Grit,7.2,2816,Par.,171200000,81000000,2010,252200000,12,Adventure
59,"[18, 12, 37]",44264,en,True Grit,13.118,2010-12-22,True Grit,7.2,2816,Par.,171200000,81000000,2010,252200000,37,Western
60,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,Anch.,93100,480000,2010,573100,53,Thriller
60,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,Anch.,93100,480000,2010,573100,80,Crime
60,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,Anch.,93100,480000,2010,573100,27,Horror
61,"[28, 80]",23483,en,Kick-Ass,13.08,2010-04-16,Kick-Ass,7.1,7540,LGF,48100000,48100000,2010,96200000,28,Action
61,"[28, 80]",23483,en,Kick-Ass,13.08,2010-04-16,Kick-Ass,7.1,7540,LGF,48100000,48100000,2010,96200000,80,Crime
63,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240,Sony,118300000,175200000,2010,293500000,28,Action
63,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240,Sony,118300000,175200000,2010,293500000,9648,Mystery
63,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240,Sony,118300000,175200000,2010,293500000,53,Thriller
65,"[28, 80, 53]",26389,en,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,LGF,24100000,28700000,2010,52800000,28,Action
65,"[28, 80, 53]",26389,en,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,LGF,24100000,28700000,2010,52800000,80,Crime
65,"[28, 80, 53]",26389,en,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,LGF,24100000,28700000,2010,52800000,53,Thriller
68,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,Fox,60000000,52400000,2010,112400000,35,Comedy
68,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,Fox,60000000,52400000,2010,112400000,10751,Family
68,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,Fox,60000000,52400000,2010,112400000,14,Fantasy
69,"[28, 35, 53]",23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862,Fox,26600000,17500000,2010,44100000,28,Action
69,"[28, 35, 53]",23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862,Fox,26600000,17500000,2010,44100000,35,Comedy
69,"[28, 35, 53]",23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862,Fox,26600000,17500000,2010,44100000,53,Thriller
70,"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.531,2010-04-16,The Secret in Their Eyes,7.9,1141,SPC,6400000,27600000,2010,34000000,80,Crime
70,"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.531,2010-04-16,The Secret in Their Eyes,7.9,1141,SPC,6400000,27600000,2010,34000000,18,Drama
70,"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.531,2010-04-16,The Secret in Their Eyes,7.9,1141,SPC,6400000,27600000,2010,34000000,9648,Mystery
70,"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.531,2010-04-16,The Secret in Their Eyes,7.9,1141,SPC,6400000,27600000,2010,34000000,10749,Romance
71,[35],35056,en,Date Night,12.498,2010-04-08,Date Night,6,1743,Fox,98700000,53600000,2010,152300000,35,Comedy
72,"[35, 18]",41733,en,Due Date,12.445,2010-11-04,Due Date,6.3,2973,WB,100500000,111200000,2010,211700000,35,Comedy
72,"[35, 18]",41733,en,Due Date,12.445,2010-11-04,Due Date,6.3,2973,WB,100500000,111200000,2010,211700000,18,Drama
73,"[28, 878, 53, 80]",31867,en,Repo Men,12.437,2010-03-19,Repo Men,6.2,976,Uni.,13800000,4600000,2010,18400000,28,Action
73,"[28, 878, 53, 80]",31867,en,Repo Men,12.437,2010-03-19,Repo Men,6.2,976,Uni.,13800000,4600000,2010,18400000,878,Science Fiction
73,"[28, 878, 53, 80]",31867,en,Repo Men,12.437,2010-03-19,Repo Men,6.2,976,Uni.,13800000,4600000,2010,18400000,53,Thriller
73,"[28, 878, 53, 80]",31867,en,Repo Men,12.437,2010-03-19,Repo Men,6.2,976,Uni.,13800000,4600000,2010,18400000,80,Crime
76,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,2010-06-10,The Karate Kid,6.3,3140,Sony,176600000,182500000,2010,359100000,28,Action
76,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,2010-06-10,The Karate Kid,6.3,3140,Sony,176600000,182500000,2010,359100000,12,Adventure
76,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,2010-06-10,The Karate Kid,6.3,3140,Sony,176600000,182500000,2010,359100000,18,Drama
76,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,2010-06-10,The Karate Kid,6.3,3140,Sony,176600000,182500000,2010,359100000,10751,Family
77,"[35, 10751]",33217,en,Diary of a Wimpy Kid,12.256,2010-03-19,Diary of a Wimpy Kid,6,736,Fox,64000000,11700000,2010,75700000,35,Comedy
77,"[35, 10751]",33217,en,Diary of a Wimpy Kid,12.256,2010-03-19,Diary of a Wimpy Kid,6,736,Fox,64000000,11700000,2010,75700000,10751,Family
78,"[9648, 27, 28]",29427,en,The Crazies,12.246,2010-02-26,The Crazies,6.2,1036,Over.,39100000,15700000,2010,54800000,9648,Mystery
78,"[9648, 27, 28]",29427,en,The Crazies,12.246,2010-02-26,The Crazies,6.2,1036,Over.,39100000,15700000,2010,54800000,27,Horror
78,"[9648, 27, 28]",29427,en,The Crazies,12.246,2010-02-26,The Crazies,6.2,1036,Over.,39100000,15700000,2010,54800000,28,Action
79,"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7,705,MBox,5200000,38300000,2010,43500000,28,Action
79,"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7,705,MBox,5200000,38300000,2010,43500000,53,Thriller
79,"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7,705,MBox,5200000,38300000,2010,43500000,80,Crime
79,"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7,705,MBox,5200000,38300000,2010,43500000,9648,Mystery
80,"[35, 10749]",39451,en,Little Fockers,12.153,2010-12-21,Little Fockers,5.6,1883,Uni.,148400000,162200000,2010,310600000,35,Comedy
80,"[35, 10749]",39451,en,Little Fockers,12.153,2010-12-21,Little Fockers,5.6,1883,Uni.,148400000,162200000,2010,310600000,10749,Romance
82,"[18, 10749, 10752]",22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676,SGem,80000000,35000000,2010,115000000,18,Drama
82,"[18, 10749, 10752]",22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676,SGem,80000000,35000000,2010,115000000,10749,Romance
82,"[18, 10749, 10752]",22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676,SGem,80000000,35000000,2010,115000000,10752,War
84,"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,BV,48500,68600000,2010,68648500,12,Adventure
84,"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,BV,48500,68600000,2010,68648500,14,Fantasy
84,"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,BV,48500,68600000,2010,68648500,16,Animation
84,"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,BV,48500,68600000,2010,68648500,878,Science Fiction
85,"[10749, 35]",25195,en,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,Uni.,25900000,6700000,2010,32600000,10749,Romance
85,"[10749, 35]",25195,en,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,Uni.,25900000,6700000,2010,32600000,35,Comedy
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7,881,MBox,7600000,59500000,2010,67100000,18,Drama
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7,881,MBox,7600000,59500000,2010,67100000,28,Action
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7,881,MBox,7600000,59500000,2010,67100000,53,Thriller
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7,881,MBox,7600000,59500000,2010,67100000,80,Crime
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7,881,MBox,7600000,59500000,2010,67100000,9648,Mystery
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,Uni.,35100000,59800000,2010,94900000,10752,War
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,Uni.,35100000,59800000,2010,94900000,28,Action
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,Uni.,35100000,59800000,2010,94900000,12,Adventure
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,Uni.,35100000,59800000,2010,94900000,18,Drama
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,Uni.,35100000,59800000,2010,94900000,53,Thriller
92,"[18, 10749]",23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,Sum.,19100000,37000000,2010,56100000,18,Drama
92,"[18, 10749]",23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,Sum.,19100000,37000000,2010,56100000,10749,Romance
93,"[12, 18, 53]",44115,en,127 Hours,11.435,2010-11-05,127 Hours,7,4469,FoxS,18300000,42400000,2010,60700000,12,Adventure
93,"[12, 18, 53]",44115,en,127 Hours,11.435,2010-11-05,127 Hours,7,4469,FoxS,18300000,42400000,2010,60700000,18,Drama
93,"[12, 18, 53]",44115,en,127 Hours,11.435,2010-11-05,127 Hours,7,4469,FoxS,18300000,42400000,2010,60700000,53,Thriller
95,"[35, 27]",43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,W/Dim.,25000000,58200000,2010,83200000,35,Comedy
95,"[35, 27]",43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,W/Dim.,25000000,58200000,2010,83200000,27,Horror
